temperature,rainfall,soil_moisture,soil_humidity,ndvi,historical_rainfall,historical_temperature,days_since_planting,soil_type,current_crop,label
19.92,1.69,0.263,0.191,0.322,20.05,17.25,84,sableux,coton,0
18.37,49.80,0.402,0.509,0.422,95.41,18.71,80,loam,arachide,1
26.87,31.93,0.692,0.666,0.726,61.18,29.30,28,sableux,maïs,1
34.62,3.93,0.221,0.181,0.261,28.30,32.74,29,sableux,riz,0
29.55,7.37,0.370,0.428,0.437,30.88,26.07,54,argileux,arachide,1
30.32,28.10,0.356,0.342,0.421,35.21,30.16,102,loam,sorgho,1
33.67,4.72,0.165,0.080,0.358,12.22,31.31,84,argileux,riz,0
26.77,56.57,0.212,0.185,0.418,76.41,27.37,65,argileux,sorgho,1
24.52,9.13,0.195,0.172,0.364,80.58,28.65,91,loam,sorgho,0
9.75,4.48,0.362,0.382,0.428,10.63,10.00,49,sableux,coton,1
21.70,36.34,0.303,0.282,0.451,71.52,23.55,67,sableux,coton,1
29.06,0.36,0.140,0.120,0.320,28.73,28.97,36,argileux,riz,0
23.34,18.25,0.239,0.257,0.461,48.49,23.54,46,sableux,sorgho,2
19.24,4.79,0.313,0.220,0.427,10.67,21.55,48,sableux,maïs,1
24.94,3.17,0.257,0.219,0.304,0.00,20.16,59,argileux,arachide,0
28.95,54.04,0.545,0.522,0.571,81.69,30.37,18,loam,coton,1
17.26,163.79,0.146,0.112,0.378,205.77,16.28,28,argileux,sorgho,1
19.48,11.74,0.157,0.126,0.251,15.88,17.96,61,argileux,maïs,0
19.21,8.21,0.342,0.418,0.395,3.96,21.74,3,loam,riz,1
26.04,7.04,0.204,0.044,0.326,8.31,26.51,30,loam,maïs,0
28.05,66.15,0.691,0.770,0.620,125.12,27.33,47,sableux,sorgho,1
17.97,4.40,0.420,0.544,0.415,7.16,17.04,34,sableux,maïs,1
19.31,4.43,0.458,0.470,0.430,19.13,21.02,27,loam,mil,1
20.12,2.53,0.282,0.303,0.443,10.36,19.27,103,argileux,sorgho,1
31.18,28.82,0.159,0.143,0.398,29.13,32.32,21,sableux,sorgho,1
22.56,5.70,0.015,0.010,0.128,32.16,23.20,78,loam,mil,0
34.03,9.98,0.252,0.182,0.451,8.22,34.17,30,loam,riz,1
23.89,19.25,0.070,0.010,0.319,31.98,23.40,23,argileux,mil,0
32.77,45.92,0.103,0.090,0.259,90.97,33.45,49,sableux,coton,1
15.73,41.84,0.336,0.331,0.520,44.11,15.56,46,loam,coton,1
25.04,16.60,0.196,0.118,0.369,0.00,23.01,20,sableux,riz,3
17.36,5.22,0.382,0.394,0.433,36.53,19.90,103,sableux,maïs,1
30.86,2.12,0.145,0.074,0.224,28.58,33.09,22,sableux,maïs,0
19.11,2.03,0.105,0.093,0.322,7.98,20.56,20,argileux,coton,1
13.99,33.82,0.334,0.360,0.499,57.00,15.21,99,sableux,riz,1
37.80,0.90,0.255,0.049,0.384,25.95,34.65,78,sableux,coton,1
13.28,17.15,0.378,0.388,0.440,57.05,10.27,92,argileux,mil,1
26.79,72.47,0.427,0.502,0.512,70.91,30.23,4,sableux,mil,1
20.21,5.19,0.485,0.489,0.483,51.18,22.04,70,argileux,sorgho,1
31.05,2.91,0.273,0.154,0.361,11.24,30.22,3,loam,maïs,1
24.11,36.07,0.347,0.313,0.532,46.25,24.68,78,sableux,sorgho,1
18.25,63.25,0.131,0.115,0.307,62.30,18.37,70,sableux,coton,1
34.12,10.50,0.178,0.150,0.278,22.42,34.46,118,argileux,maïs,0
29.51,27.54,0.178,0.247,0.380,26.58,29.47,68,loam,riz,1
29.73,14.92,0.392,0.383,0.410,25.00,27.16,90,argileux,arachide,1
22.35,57.43,0.093,0.152,0.406,54.99,21.76,27,argileux,arachide,1
30.36,114.88,0.305,0.263,0.488,140.56,28.72,51,sableux,arachide,0
15.59,25.39,0.219,0.172,0.389,70.15,18.41,63,argileux,riz,1
31.02,49.02,0.477,0.410,0.585,91.29,30.71,76,sableux,coton,1
26.81,45.75,0.295,0.278,0.451,41.38,24.54,25,argileux,maïs,1
31.42,14.34,0.098,0.055,0.293,0.00,33.19,88,sableux,mil,0
34.72,4.69,0.190,0.265,0.303,17.48,33.18,5,sableux,sorgho,0
26.05,33.93,0.588,0.782,0.609,33.79,23.57,92,argileux,coton,3
29.16,52.80,0.136,0.075,0.358,84.65,28.26,97,sableux,arachide,1
32.79,40.96,0.703,0.658,0.773,76.53,34.84,62,loam,riz,1
24.50,4.34,0.083,0.130,0.263,15.54,25.46,26,argileux,sorgho,0
22.28,21.11,0.181,0.289,0.388,41.92,21.45,26,sableux,sorgho,1
18.68,1.78,0.338,0.260,0.340,6.08,18.34,68,loam,arachide,0
17.57,11.01,0.336,0.220,0.521,39.27,17.19,27,sableux,sorgho,4
13.96,14.80,0.439,0.369,0.563,43.91,17.52,108,loam,coton,1
26.37,93.48,0.182,0.186,0.407,113.10,29.41,3,sableux,sorgho,1
24.53,9.38,0.117,0.049,0.290,13.51,22.68,99,sableux,coton,0
28.09,8.66,0.347,0.236,0.461,54.98,31.01,95,sableux,coton,1
33.42,25.79,0.306,0.237,0.396,60.64,34.20,62,loam,coton,1
33.10,14.98,0.157,0.065,0.291,13.84,34.21,45,loam,arachide,0
20.25,12.70,0.022,0.013,0.235,51.64,17.16,0,sableux,coton,1
22.70,117.29,0.356,0.400,0.680,160.12,22.18,44,argileux,riz,1
23.82,18.53,0.109,0.037,0.269,14.62,26.54,11,sableux,coton,0
34.57,19.77,0.265,0.179,0.327,17.69,32.21,112,argileux,mil,0
10.37,10.49,0.087,0.190,0.278,40.93,10.00,82,sableux,sorgho,0
23.77,26.08,0.196,0.410,0.401,61.73,20.55,55,sableux,mil,1
20.16,26.22,0.048,0.031,0.157,40.49,21.13,20,loam,mil,0
22.93,0.66,0.374,0.348,0.526,27.33,20.45,101,loam,sorgho,1
28.42,14.31,0.099,0.170,0.285,0.00,26.85,78,loam,arachide,0
28.39,1.83,0.126,0.195,0.317,0.00,30.53,36,argileux,coton,0
28.65,24.17,0.212,0.172,0.343,27.45,28.34,98,loam,riz,0
28.83,54.26,0.028,0.010,0.254,73.30,26.86,104,sableux,coton,1
26.11,38.56,0.533,0.484,0.510,21.61,28.29,58,argileux,riz,1
20.66,14.69,0.349,0.559,0.444,24.51,18.32,103,loam,sorgho,1
21.40,19.46,0.416,0.358,0.458,15.16,20.34,105,loam,mil,1
24.61,20.91,0.053,0.010,0.271,62.62,24.87,99,argileux,mil,1
27.93,12.67,0.194,0.162,0.431,24.02,28.03,16,sableux,coton,1
21.94,83.08,0.140,0.193,0.419,90.70,22.78,87,sableux,arachide,1
23.22,11.38,0.357,0.484,0.393,44.67,21.29,16,argileux,riz,1
22.27,4.90,0.174,0.131,0.338,17.82,20.88,90,sableux,sorgho,0
20.54,12.19,0.355,0.504,0.494,35.03,21.22,72,loam,sorgho,1
12.81,5.45,0.137,0.191,0.200,7.89,11.89,49,sableux,mil,0
16.28,21.35,0.130,0.226,0.375,29.57,16.16,51,sableux,coton,1
25.70,0.66,0.415,0.348,0.484,21.94,23.98,25,sableux,sorgho,1
20.82,1.00,0.259,0.289,0.355,65.42,19.78,39,sableux,arachide,1
28.73,45.31,0.161,0.218,0.372,29.58,29.89,35,loam,maïs,1
14.06,67.85,0.141,0.149,0.342,67.28,10.00,116,loam,mil,1
30.01,87.44,0.089,0.075,0.392,106.64,27.82,82,loam,riz,1
27.06,33.52,0.041,0.134,0.270,79.46,25.94,80,loam,riz,1
15.38,12.51,0.656,0.622,0.588,24.49,14.78,104,sableux,maïs,3
21.65,6.84,0.325,0.262,0.395,31.08,23.82,49,argileux,maïs,1
29.01,8.71,0.168,0.203,0.169,18.97,25.78,51,sableux,maïs,0
32.73,33.50,0.561,0.469,0.569,57.08,32.89,34,argileux,coton,1
32.83,9.24,0.279,0.215,0.396,24.08,28.72,15,sableux,maïs,1
27.14,35.47,0.357,0.349,0.521,31.83,22.78,44,sableux,maïs,1
20.51,19.02,0.439,0.580,0.419,32.17,20.31,73,sableux,arachide,1
30.78,22.68,0.121,0.256,0.223,62.90,28.97,96,argileux,coton,1
21.46,38.86,0.094,0.097,0.364,53.06,19.05,105,argileux,maïs,1
20.83,7.97,0.321,0.407,0.415,45.65,22.66,34,sableux,maïs,1
18.08,12.24,0.629,0.567,0.555,29.80,18.70,67,loam,riz,1
24.13,1.64,0.374,0.319,0.406,15.57,24.14,77,argileux,maïs,1
30.81,20.44,0.190,0.383,0.351,20.83,29.92,63,loam,sorgho,1
17.90,27.95,0.268,0.300,0.407,64.46,17.06,104,sableux,sorgho,1
18.88,34.77,0.125,0.253,0.275,58.48,18.76,59,argileux,arachide,1
22.10,66.00,0.309,0.295,0.469,58.75,21.82,14,sableux,arachide,1
31.98,22.67,0.305,0.292,0.476,92.69,30.25,23,argileux,sorgho,1
23.66,5.31,0.219,0.223,0.269,24.56,24.29,116,sableux,arachide,0
19.55,23.58,0.167,0.225,0.266,65.97,17.20,95,sableux,riz,1
25.51,5.55,0.299,0.312,0.362,29.00,27.83,0,argileux,mil,1
19.06,12.88,0.337,0.336,0.451,0.00,18.09,117,sableux,sorgho,4
28.09,4.16,0.080,0.010,0.264,0.00,29.49,82,argileux,sorgho,0
33.32,20.71,0.405,0.424,0.373,60.84,36.00,65,argileux,arachide,1
28.55,12.11,0.223,0.315,0.353,47.67,28.25,45,argileux,sorgho,1
23.06,2.80,0.223,0.171,0.287,7.24,23.36,76,loam,riz,0
23.59,8.10,0.180,0.139,0.357,19.42,22.74,88,loam,coton,1
29.76,26.03,0.313,0.210,0.422,28.64,31.31,120,argileux,coton,1
24.41,75.09,0.293,0.233,0.424,97.72,24.74,53,sableux,arachide,1
12.95,3.99,0.362,0.396,0.380,39.29,13.83,105,loam,mil,1
31.83,72.66,0.340,0.241,0.526,95.75,33.49,44,loam,arachide,1
19.40,15.89,0.283,0.287,0.399,42.53,20.54,58,loam,maïs,1
29.99,1.60,0.223,0.283,0.419,6.32,33.03,102,loam,mil,1
22.90,16.86,0.601,0.679,0.572,10.32,24.17,57,sableux,arachide,1
25.83,29.31,0.473,0.462,0.441,25.00,23.69,31,argileux,arachide,1
24.98,46.84,0.286,0.370,0.412,93.69,23.42,81,sableux,mil,1
29.00,6.21,0.244,0.227,0.288,12.82,31.44,105,argileux,maïs,0
19.92,27.71,0.245,0.321,0.438,62.08,17.41,2,argileux,sorgho,1
34.95,16.19,0.120,0.160,0.318,63.07,38.90,45,argileux,coton,1
28.96,9.55,0.183,0.196,0.293,1.70,30.18,20,sableux,riz,0
25.77,23.53,0.197,0.241,0.303,38.59,25.10,84,sableux,coton,0
28.52,9.37,0.222,0.135,0.363,20.48,26.68,60,argileux,coton,1
17.75,30.73,0.617,0.665,0.578,37.88,19.68,72,loam,mil,1
19.95,19.77,0.206,0.247,0.322,42.27,18.40,7,sableux,mil,0
13.09,11.76,0.557,0.478,0.556,48.88,10.51,95,sableux,maïs,3
33.03,43.86,0.148,0.181,0.343,88.68,34.60,117,argileux,mil,1
24.29,2.40,0.206,0.421,0.298,20.45,23.26,88,argileux,sorgho,0
23.87,18.76,0.189,0.323,0.277,58.15,24.40,60,sableux,arachide,1
26.60,24.02,0.350,0.342,0.451,63.53,22.15,7,argileux,riz,1
27.81,7.70,0.352,0.289,0.449,7.44,24.33,108,loam,arachide,1
29.86,6.29,0.454,0.425,0.494,1.53,31.84,120,argileux,coton,1
21.16,32.68,0.409,0.532,0.486,40.35,18.85,94,sableux,sorgho,2
22.80,7.51,0.481,0.493,0.570,42.35,23.52,61,argileux,sorgho,1
40.36,0.39,0.393,0.423,0.484,0.00,40.00,99,sableux,maïs,1
34.25,64.12,0.405,0.435,0.532,77.74,37.42,30,loam,sorgho,1
35.89,17.55,0.433,0.316,0.514,0.00,35.58,66,sableux,maïs,1
21.32,1.36,0.489,0.345,0.532,19.07,23.81,16,argileux,coton,1
27.23,10.60,0.393,0.528,0.467,22.40,27.36,17,loam,riz,1
21.05,36.71,0.337,0.273,0.464,38.45,18.30,27,loam,maïs,1
21.47,26.66,0.472,0.471,0.495,25.27,22.57,72,sableux,maïs,1
15.78,23.52,0.090,0.131,0.282,29.89,13.55,120,sableux,riz,0
18.94,3.54,0.468,0.312,0.457,13.67,21.64,42,sableux,coton,1
18.80,16.93,0.203,0.343,0.306,27.59,18.80,59,sableux,coton,0
34.37,9.72,0.473,0.644,0.457,29.55,34.00,62,sableux,coton,1
17.59,49.88,0.253,0.153,0.424,41.10,20.39,47,loam,coton,1
26.70,21.60,0.529,0.521,0.557,13.64,23.25,21,argileux,mil,1
20.43,0.84,0.162,0.010,0.231,25.45,17.78,120,loam,coton,0
26.49,6.60,0.447,0.387,0.498,43.63,23.03,102,argileux,coton,1
25.00,2.00,0.202,0.169,0.407,0.00,31.18,94,argileux,maïs,1
22.13,0.79,0.465,0.417,0.385,47.30,22.95,105,loam,arachide,1
29.16,130.21,0.200,0.314,0.476,167.43,24.61,4,sableux,mil,1
27.65,8.85,0.343,0.307,0.439,9.05,28.64,118,sableux,mil,2
22.65,50.73,0.300,0.391,0.340,45.39,22.46,117,sableux,maïs,0
19.93,29.05,0.145,0.204,0.252,75.66,17.26,118,sableux,maïs,1
21.19,13.14,0.304,0.249,0.367,40.43,22.12,16,argileux,riz,1
27.00,6.17,0.203,0.225,0.378,70.03,28.01,2,sableux,mil,1
29.98,32.08,0.357,0.216,0.445,72.93,29.50,60,argileux,sorgho,1
23.07,11.11,0.613,0.580,0.577,42.06,24.23,95,loam,arachide,3
23.42,25.33,0.133,0.032,0.311,43.29,25.23,37,loam,riz,3
29.86,2.27,0.268,0.334,0.397,13.02,30.82,15,sableux,arachide,1
31.09,56.62,0.484,0.523,0.617,101.11,29.57,40,argileux,riz,1
18.06,29.51,0.220,0.161,0.330,19.25,18.85,16,loam,riz,0
31.22,2.72,0.196,0.194,0.236,35.48,29.08,57,argileux,maïs,0
27.20,20.96,0.243,0.409,0.319,61.78,28.08,38,sableux,coton,1
20.75,21.84,0.344,0.306,0.394,35.87,19.14,104,loam,mil,1
27.69,20.70,0.253,0.274,0.463,24.12,28.25,91,loam,maïs,1
30.06,400.00,0.712,0.783,0.831,424.71,26.41,28,argileux,sorgho,4
21.95,0.44,0.518,0.603,0.510,7.31,23.26,48,argileux,riz,1
29.30,69.31,0.152,0.014,0.326,46.06,27.92,23,loam,mil,0
31.44,17.63,0.249,0.299,0.420,36.52,31.13,54,argileux,arachide,1
41.67,1.08,0.435,0.374,0.410,14.89,39.33,38,sableux,mil,1
25.85,4.70,0.408,0.385,0.420,40.79,25.70,16,sableux,coton,1
18.90,10.87,0.609,0.519,0.597,38.42,18.21,42,argileux,mil,1
33.71,32.71,0.538,0.523,0.607,59.64,34.57,14,sableux,arachide,1
16.55,23.85,0.037,0.081,0.330,44.23,18.69,15,argileux,coton,0
22.92,0.83,0.509,0.482,0.588,41.41,24.14,2,sableux,coton,2
20.60,6.42,0.092,0.165,0.318,28.09,19.90,88,loam,mil,0
25.90,22.35,0.147,0.068,0.298,27.58,29.69,2,sableux,maïs,0
33.83,18.57,0.641,0.587,0.545,21.41,33.13,69,sableux,arachide,1
28.54,49.65,0.192,0.125,0.486,74.79,28.48,114,argileux,riz,1
18.91,104.90,0.230,0.204,0.369,116.13,18.93,120,argileux,coton,1
22.34,38.03,0.179,0.216,0.396,27.97,22.79,16,loam,mil,1
24.25,11.59,0.319,0.309,0.384,58.23,26.38,1,argileux,riz,1
23.25,4.13,0.184,0.243,0.355,41.53,21.40,80,sableux,coton,0
27.37,15.63,0.230,0.214,0.272,19.22,29.91,105,loam,arachide,0
24.56,5.38,0.044,0.031,0.297,24.62,27.16,28,sableux,mil,0
30.57,29.88,0.245,0.186,0.400,54.78,33.19,92,argileux,mil,1
22.52,7.80,0.367,0.357,0.376,25.04,22.96,106,argileux,arachide,1
31.96,9.11,0.551,0.685,0.560,24.54,30.15,18,argileux,coton,1
29.02,11.94,0.333,0.339,0.427,41.93,29.88,41,sableux,coton,1
23.50,0.01,0.234,0.257,0.319,27.67,25.89,52,sableux,riz,0
14.05,7.52,0.494,0.301,0.582,6.40,13.95,112,argileux,maïs,1
26.06,8.25,0.235,0.270,0.346,5.39,28.60,87,argileux,riz,0
22.60,21.89,0.133,0.202,0.242,40.79,22.31,94,argileux,arachide,0
23.11,12.93,0.165,0.233,0.323,22.60,22.90,77,argileux,riz,0
23.42,17.07,0.410,0.447,0.483,11.57,20.41,67,loam,mil,1
28.35,46.97,0.568,0.514,0.529,71.61,26.24,62,sableux,maïs,1
21.63,15.12,0.336,0.410,0.425,37.37,23.11,2,argileux,riz,0
28.30,0.54,0.312,0.271,0.359,0.00,30.40,73,argileux,sorgho,1
18.54,26.83,0.371,0.411,0.484,17.38,18.04,75,argileux,maïs,1
25.12,189.18,0.513,0.508,0.730,211.82,29.44,34,argileux,sorgho,1
25.28,15.07,0.151,0.145,0.312,51.20,25.95,86,sableux,mil,1
20.01,59.33,0.215,0.299,0.494,102.22,21.33,107,argileux,mil,1
21.47,18.01,0.092,0.124,0.256,81.32,16.69,6,argileux,arachide,1
23.92,6.54,0.439,0.458,0.427,0.00,18.57,64,argileux,sorgho,1
21.33,12.20,0.395,0.389,0.502,39.60,22.48,8,loam,coton,1
24.72,1.10,0.370,0.184,0.487,0.00,24.78,70,loam,coton,1
29.27,1.68,0.201,0.240,0.257,62.35,29.09,68,loam,coton,1
29.75,54.58,0.346,0.343,0.411,46.25,27.09,8,sableux,maïs,3
29.92,105.66,0.364,0.306,0.476,114.65,33.77,40,loam,maïs,3
29.88,10.72,0.234,0.287,0.359,45.51,28.02,73,argileux,coton,1
24.92,7.94,0.432,0.460,0.423,24.11,25.73,66,sableux,coton,1
24.34,40.80,0.262,0.303,0.415,11.79,24.52,71,loam,riz,1
20.76,208.56,0.359,0.311,0.675,219.32,18.70,52,loam,maïs,1
29.49,27.48,0.183,0.186,0.340,69.09,28.28,50,argileux,coton,1
27.76,28.21,0.482,0.509,0.504,51.12,28.66,18,argileux,riz,1
22.51,12.92,0.560,0.573,0.632,13.72,23.09,100,loam,mil,3
21.32,8.92,0.331,0.246,0.427,59.56,20.98,95,argileux,maïs,1
27.99,9.03,0.457,0.488,0.580,0.00,27.69,59,argileux,sorgho,1
28.66,73.51,0.400,0.435,0.602,78.88,30.62,119,argileux,mil,1
24.55,5.49,0.638,0.758,0.637,45.95,22.72,17,sableux,riz,1
24.37,51.55,0.115,0.135,0.263,67.58,24.64,96,argileux,mil,1
26.59,2.12,0.224,0.243,0.417,7.63,28.42,79,argileux,riz,1
32.67,39.12,0.111,0.027,0.344,83.62,32.07,86,argileux,coton,1
21.63,8.16,0.143,0.247,0.223,40.33,22.33,113,argileux,sorgho,0
29.79,4.66,0.332,0.453,0.398,13.58,24.47,116,argileux,riz,1
33.03,16.17,0.133,0.023,0.247,78.97,35.88,77,sableux,coton,1
21.03,25.25,0.391,0.476,0.486,50.17,24.81,86,sableux,maïs,1
18.17,55.85,0.244,0.222,0.509,77.91,16.93,60,argileux,arachide,1
29.48,41.52,0.168,0.231,0.345,22.37,30.62,34,sableux,arachide,0
23.29,8.03,0.511,0.487,0.456,0.00,22.73,111,loam,maïs,3
12.36,86.52,0.137,0.010,0.288,103.36,11.49,93,sableux,mil,1
29.72,92.18,0.153,0.132,0.439,90.19,27.77,23,loam,coton,1
22.32,45.42,0.542,0.503,0.625,80.43,26.35,56,loam,riz,1
19.73,22.08,0.096,0.128,0.288,48.36,14.87,114,loam,mil,0
27.95,16.83,0.557,0.614,0.523,34.12,25.10,102,sableux,mil,3
31.60,1.80,0.364,0.353,0.470,0.00,32.49,69,sableux,riz,1
16.58,154.02,0.266,0.099,0.555,119.25,15.70,105,sableux,mil,1
35.46,20.59,0.537,0.626,0.556,25.37,31.28,73,loam,coton,1
22.34,5.68,0.090,0.085,0.298,24.87,22.46,114,argileux,riz,0
30.80,2.35,0.166,0.178,0.208,36.42,29.89,3,sableux,sorgho,3
30.18,19.65,0.389,0.349,0.420,36.80,28.17,116,argileux,coton,1
27.40,4.08,0.207,0.348,0.352,33.67,29.30,81,argileux,mil,1
23.84,0.25,0.260,0.131,0.334,41.11,21.01,11,sableux,coton,0
30.05,0.65,0.256,0.212,0.332,20.97,29.74,65,argileux,riz,0
22.43,14.13,0.258,0.210,0.440,30.23,23.23,41,loam,maïs,1
17.40,38.85,0.367,0.439,0.535,37.64,17.49,119,loam,arachide,1
32.32,40.73,0.145,0.116,0.361,44.93,33.75,63,sableux,riz,1
23.44,8.11,0.039,0.064,0.254,32.46,19.04,105,sableux,riz,0
22.20,37.01,0.123,0.165,0.377,79.95,23.14,107,argileux,riz,1
26.51,0.21,0.138,0.252,0.291,65.44,27.91,112,sableux,maïs,1
36.35,0.95,0.400,0.366,0.406,16.36,36.19,74,loam,coton,1
19.16,17.55,0.380,0.343,0.496,63.71,18.43,93,sableux,mil,0
23.41,4.81,0.145,0.101,0.325,17.65,22.08,24,sableux,arachide,0
22.27,16.18,0.188,0.236,0.287,54.65,22.11,50,sableux,coton,1
17.70,22.05,0.142,0.048,0.359,42.25,19.22,50,argileux,mil,1
23.89,48.71,0.253,0.350,0.360,31.14,21.47,78,argileux,maïs,1
24.07,12.50,0.147,0.220,0.337,2.70,25.36,85,sableux,arachide,0
16.94,14.95,0.248,0.244,0.342,68.96,16.91,20,sableux,riz,1
17.09,16.58,0.391,0.408,0.501,0.00,18.54,68,argileux,arachide,2
27.70,32.73,0.164,0.129,0.226,55.12,25.21,40,loam,coton,1
28.06,4.00,0.413,0.246,0.397,33.69,27.69,33,loam,sorgho,1
25.70,33.27,0.185,0.039,0.417,48.78,22.59,12,sableux,arachide,1
20.81,21.45,0.318,0.315,0.436,16.14,19.67,52,argileux,maïs,1
25.08,36.90,0.406,0.228,0.546,45.47,26.35,23,loam,sorgho,1
29.93,23.89,0.247,0.250,0.378,12.16,30.53,31,loam,maïs,1
36.69,19.86,0.270,0.381,0.331,0.00,36.02,20,sableux,arachide,0
27.51,6.04,0.492,0.385,0.525,1.02,26.61,45,loam,mil,1
25.80,29.53,0.305,0.261,0.359,49.92,27.60,96,loam,mil,4
16.69,34.25,0.440,0.452,0.446,64.69,18.12,71,sableux,arachide,1
15.58,6.60,0.615,0.750,0.581,10.42,17.50,21,loam,sorgho,1
24.12,64.14,0.275,0.281,0.442,94.48,25.20,28,loam,maïs,1
29.44,5.77,0.454,0.664,0.503,7.73,31.22,43,loam,arachide,1
30.57,64.25,0.465,0.526,0.557,65.15,29.05,58,argileux,riz,1
33.95,17.19,0.481,0.619,0.505,22.28,35.04,116,argileux,mil,1
27.54,0.11,0.390,0.583,0.345,8.47,29.27,10,loam,sorgho,0
23.92,4.69,0.419,0.426,0.487,56.31,20.92,30,argileux,arachide,1
29.97,1.55,0.030,0.010,0.246,21.45,30.05,77,argileux,sorgho,0
28.34,12.14,0.408,0.386,0.471,15.33,27.58,53,sableux,riz,1
28.48,8.67,0.465,0.383,0.521,19.07,27.47,8,argileux,mil,2
22.49,14.39,0.139,0.157,0.331,43.34,23.23,51,argileux,maïs,0
17.53,4.68,0.343,0.491,0.469,22.57,17.97,78,argileux,mil,1
29.79,5.61,0.042,0.116,0.281,0.00,28.20,47,argileux,coton,4
18.61,50.03,0.446,0.514,0.581,56.60,19.30,79,sableux,arachide,1
25.99,2.26,0.632,0.461,0.505,14.11,28.44,92,argileux,riz,3
25.99,12.54,0.127,0.191,0.315,44.92,25.95,65,argileux,riz,0
29.47,13.07,0.133,0.165,0.334,44.13,28.51,33,sableux,arachide,0
32.30,12.40,0.253,0.274,0.315,16.42,30.24,30,sableux,arachide,0
26.36,21.97,0.391,0.499,0.485,33.67,23.18,57,loam,coton,1
10.14,0.77,0.333,0.312,0.436,25.10,10.00,71,argileux,maïs,1
24.92,0.44,0.100,0.165,0.233,2.61,27.91,33,loam,sorgho,0
25.07,2.37,0.223,0.102,0.344,23.63,26.19,97,argileux,coton,0
30.05,41.88,0.185,0.321,0.360,82.52,31.49,55,sableux,riz,1
33.66,27.70,0.172,0.076,0.294,45.97,34.91,99,argileux,sorgho,0
34.55,36.05,0.183,0.166,0.333,44.87,33.72,90,loam,mil,0
32.62,0.30,0.505,0.592,0.514,9.11,30.75,49,argileux,riz,1
24.03,16.72,0.174,0.079,0.305,44.89,24.27,60,argileux,coton,0
21.71,11.01,0.136,0.201,0.273,0.00,20.20,112,argileux,arachide,0
19.72,9.12,0.431,0.329,0.548,26.12,20.79,43,sableux,maïs,1
40.24,17.62,0.154,0.091,0.337,48.50,40.00,63,sableux,coton,0
27.41,12.71,0.238,0.261,0.355,17.88,27.89,105,argileux,riz,1
27.79,7.50,0.524,0.423,0.521,23.46,28.58,53,sableux,arachide,1
27.27,41.88,0.500,0.502,0.652,88.34,28.79,85,loam,arachide,3
24.36,16.92,0.579,0.517,0.551,26.91,24.26,3,sableux,mil,2
10.35,51.80,0.115,0.295,0.331,26.33,10.00,87,argileux,mil,0
33.96,54.75,0.169,0.151,0.341,73.31,33.97,39,loam,mil,1
29.60,42.27,0.396,0.498,0.513,77.78,26.12,72,argileux,coton,1
28.31,107.86,0.245,0.272,0.521,127.52,28.66,102,argileux,arachide,1
29.64,27.89,0.232,0.119,0.357,49.31,30.66,50,sableux,coton,1
20.94,15.07,0.031,0.010,0.320,20.33,20.41,120,argileux,mil,0
34.64,5.98,0.265,0.281,0.293,15.74,34.19,115,argileux,riz,0
36.84,69.00,0.159,0.147,0.355,118.18,33.76,79,loam,arachide,1
27.10,8.62,0.377,0.301,0.494,16.98,26.34,50,loam,sorgho,1
26.18,3.87,0.546,0.444,0.531,12.18,25.64,50,sableux,arachide,1
28.56,2.53,0.275,0.225,0.391,52.71,28.02,11,loam,arachide,1
19.32,61.33,0.346,0.289,0.507,90.98,20.21,13,argileux,maïs,1
31.30,75.88,0.058,0.047,0.275,93.86,34.10,53,sableux,riz,1
22.56,2.64,0.350,0.366,0.508,53.37,23.88,118,argileux,arachide,1
20.83,3.16,0.418,0.528,0.434,7.52,21.65,96,sableux,riz,1
28.05,23.79,0.287,0.184,0.316,26.83,28.09,81,argileux,riz,0
28.04,0.46,0.154,0.190,0.242,0.00,22.91,7,sableux,sorgho,0
25.03,0.55,0.528,0.700,0.412,37.45,21.93,11,loam,maïs,1
28.73,1.30,0.216,0.337,0.296,3.71,24.10,48,sableux,sorgho,0
19.75,17.82,0.081,0.042,0.223,46.87,20.82,40,argileux,mil,0
34.55,9.83,0.309,0.351,0.396,45.70,35.28,30,loam,riz,1
29.47,30.17,0.369,0.385,0.459,44.85,29.74,104,loam,riz,1
32.55,8.49,0.285,0.243,0.394,0.00,33.28,86,sableux,riz,1
30.94,25.39,0.162,0.215,0.345,25.20,29.30,22,argileux,arachide,0
22.25,82.17,0.265,0.144,0.484,73.32,19.91,48,argileux,arachide,1
30.41,5.08,0.186,0.175,0.433,22.33,30.62,24,sableux,maïs,1
25.96,4.52,0.496,0.453,0.427,54.87,25.44,74,argileux,arachide,1
28.84,14.67,0.245,0.141,0.348,23.43,26.32,36,loam,arachide,4
28.23,1.97,0.088,0.084,0.354,2.50,29.68,5,argileux,maïs,0
21.88,46.36,0.223,0.040,0.376,70.80,22.16,53,argileux,arachide,1
32.02,22.83,0.412,0.517,0.388,79.05,31.82,75,sableux,mil,1
30.23,0.39,0.322,0.429,0.375,12.78,30.59,33,sableux,maïs,1
24.28,28.30,0.442,0.380,0.386,46.71,24.51,118,sableux,riz,3
31.41,10.15,0.362,0.390,0.455,21.64,26.75,70,sableux,sorgho,1
21.63,24.09,0.559,0.567,0.615,22.86,20.91,15,loam,sorgho,1
37.00,33.74,0.347,0.304,0.444,31.84,38.86,81,argileux,mil,1
24.46,26.09,0.415,0.391,0.463,45.20,21.69,24,loam,maïs,1
